Original_Message,Extremism_Label
i have to admit animals are hysterical to use i keep my girlfriend laughing all day when she is at work she wants an iphone asap,NON_EXTREMIST
my voice will not be silent you nazi pigs will pay for my rape and the rape of all women raised fist dark skin tone children prisoners raised fist dark skin tone lesbian gay bisexual transgender and queer rainbow elderly,NON_EXTREMIST
people in eu the us do not seem that the muslim refugees coming from the middle east are very poor uneducated have no respect for women children or animals they do what a slut okay in their country that is rape women children animals they are incompatible w west culture,EXTREMIST
these animals are ungrateful invaders parasites sucking off the liberal tit of the host country noaa buildthewall,EXTREMIST
charlie faker baker is a traitor he prefers undocumented migrants over american citizens he claims he worries about the undocumented migrant children but doesnt care about all the children that have,EXTREMIST
she is nothing but a con she is an undocumented migrant slovenian skinhead nazi b back home before my ass falsified her papers to enter the us worked on tourist visa lied about education degree in architecture fluent in languages einstein visa,EXTREMIST
you will never see cnn msnbc call linda seymour a racist or bigot otoh potus trump is called a racist bigot nazi or hitler every day on these fake news shows maga key potus trump news votary noaa walkaway americanism usa,NON_EXTREMIST
pakistani goes sudden immigrant jihad syndrome on streets of toronto with illegal firearm federal government considers total handgun ban this is what whatever call canadian logic my country what a slut my home now it s a hotel and they,EXTREMIST
he is not a refugee he is a rapefugee pastime to purge the west,EXTREMIST
okay you re not a hysterical woman you are just a complete whack traitor,NON_EXTREMIST
you are still looking at a nazi in the mirror remember to pack a lunch because no one wants to eat lunch with a person whose food will be spit into by the immigrant workers in restaurant kitchens,EXTREMIST
trudeau is a traitor rest in peace canada sendthemback,EXTREMIST
look i thought the same thing at first but whatever have to give the woman the benefit of the doubt that not be the white power symbol at all it be the secret signal for the i am a feckless fucking vagina club maybe she wants to j,EXTREMIST
really mr grab them by the pussy yes you do talk like that and you were not elected your were instilled by russia shut the fuck up you moron you are going to prison traitor tot,NON_EXTREMIST
andrew cuomo a self proclaimed undocumented immigrant who frees criminal illegal aliens says gop is on a jihad to deport illegals that is akin to flipping the bird at taxpayers you are an embarrassment disappointment to law abi,EXTREMIST
remember women are inferior to men even though they generally test well at everything men dot s their own faults they suck there is nothing pushing them away from things,EXTREMIST
whatever congratulate justice third radar to be the first ever woman chief justice of a superior court in pakistan,NON_EXTREMIST
parental neglect of migrant children ignored by feds sheila gun reid canada disgusting savages destroying canadahotels feces urine flooding abuse of staff deportthemall ingrates animals take care of their babies where are you better via,EXTREMIST
can you please just ship him back to newark so he can go get a job in a correct industry hey booker unemployment welfare line is empty no ones ahead of you yet maga walkaway leaved makeup no jihad noaa,EXTREMIST
yet calling president trump and republicans nazi s is fine illegal aliens,EXTREMIST
days and no collusion how much what a slut it again maga walkaway leaved makeup no jihad noaa,EXTREMIST
is she admitting to a crime here sure sounds like it to me traitor who should be in prison for life buildthewall indiana boycott boycotting lockthemallup,NON_EXTREMIST
